0 -0.046783 -0.0421818 -0.0135004 -0.00245159 -0.000536667 0.00063188
0.005 -0.046783 -0.0421818 -0.0135004 -0.00245159 -0.000536667 0.00063188
0.01 -0.0386444 -0.0336282 -0.0154263 -0.00146995 -0.000524943 0.00037372
0.015 -0.0447344 -0.0330418 -0.0385566 -0.000488315 -0.000513218 0.000115559
0.02 -0.0426858 -0.0239018 -0.0636129 -0.000488315 -0.000513218 0.000115559
0.025 -0.0508244 -0.0324555 -0.0616869 -0.00146995 -0.000524943 0.00037372
0.03 -0.058963 -0.0410091 -0.059761 -0.00146995 -0.000524943 0.00037372
0.035 -0.0671016 -0.0495628 -0.057835 -0.00146995 -0.000524943 0.00037372
0.04 -0.0671016 -0.0495628 -0.057835 -0.00146995 -0.000524943 0.00037372
0.045 -0.0508244 -0.0324555 -0.0616869 -0.00146995 -0.000524943 0.00037372
0.05 -0.0426858 -0.0239018 -0.0636129 -0.00146995 -0.000524943 0.00037372
0.055 -0.0426858 -0.0239018 -0.0636129 -0.00146995 -0.000524943 0.00037372
0.06 -0.0426858 -0.0239018 -0.0636129 -0.00146995 -0.000524943 0.00037372
0.065 -0.058963 -0.0410091 -0.059761 -0.00165265 -0.000507352 -0.00032019
0.07 -0.0671016 -0.0495628 -0.057835 -0.00183535 -0.000489761 -0.0010141
0.075 -0.058963 -0.0410091 -0.059761 -0.00183535 -0.000489761 -0.0010141
0.08 -0.0508244 -0.0324555 -0.0616869 -0.00165265 -0.000507352 -0.00032019
0.085 -0.0426858 -0.0239018 -0.0636129 -0.00146995 -0.000524943 0.00037372
0.09 -0.0426858 -0.0239018 -0.0636129 -0.00128725 -0.000542533 0.00106763
0.095 -0.0508244 -0.0324555 -0.0616869 -0.00128725 -0.000542533 0.00106763
0.1 -0.0508244 -0.0324555 -0.0616869 -0.00146995 -0.000524943 0.00037372
0.105 -0.0671016 -0.0495628 -0.057835 -0.00165265 -0.000507352 -0.00032019
0.11 -0.0671016 -0.0495628 -0.057835 -0.00165265 -0.000507352 -0.00032019
0.115 -0.065053 -0.0404228 -0.0828913 -0.00146995 -0.000524943 0.00037372
0.12 -0.0569144 -0.0318691 -0.0848173 -0.00146995 -0.000524943 0.00037372
0.125 -0.0548659 -0.0227291 -0.109874 -0.00128725 -0.000542533 0.00106763
0.13 -0.0487758 -0.0233155 -0.0867432 -0.00146995 -0.000524943 0.00037372
0.135 -0.0569144 -0.0318691 -0.0848173 -0.00165265 -0.000507352 -0.00032019
0.14 -0.065053 -0.0404228 -0.0828913 -0.00232868 1.17327e-05 -0.000871498
0.145 -0.071143 -0.0398364 -0.106022 -0.00232868 1.17327e-05 -0.000871498
0.15 -0.0690945 -0.0306964 -0.131078 -0.00183535 -0.000489761 -0.0010141
0.155 -0.0690945 -0.0306964 -0.131078 -0.00183535 -0.000489761 -0.0010141
0.16 -0.0630045 -0.0312828 -0.107948 -0.000666008 -0.00151034 -0.000605391
0.165 -0.0569144 -0.0318691 -0.0848173 -0.000483307 -0.00152793 8.85177e-05
0.17 -0.0508244 -0.0324555 -0.0616869 -0.00146995 -0.000524943 0.00037372
0.175 -0.0508244 -0.0324555 -0.0616869 -0.00196328 -2.34487e-05 0.00051632
0.18 -0.0486924 -0.0402274 -0.0871939 -0.0024566 0.000478045 0.000658921
0.185 -0.0465604 -0.0479992 -0.112701 -0.0026393 0.000495636 -3.49877e-05
0.19 -0.0465604 -0.0479992 -0.112701 -0.00232868 1.17327e-05 -0.000871498
0.195 -0.0405538 -0.0316737 -0.0891199 -0.00183535 -0.000489761 -0.0010141
0.2 -0.0141451 -0.0248792 -0.021655 -0.00146495 -0.00153966 0.000346678
0.205 0.0143955 -0.0258565 0.0203029 -0.00127223 -0.00358667 0.000986504
0.21 0.0654703 -0.0441366 0.0806378 -0.00223884 -0.00664253 0.00116354
0.215 0.0777338 -0.0622212 0.126448 -0.00259423 -0.00863677 -0.000278362
0.22 0.0410546 -0.0697975 0.0864158 -0.00228862 -0.00810597 -0.00108783
0.225 -0.0242488 -0.0594847 0.00487658 -0.00182033 -0.0035339 -0.00109522
0.23 -0.173209 -0.020188 -0.227142 -0.00070607 0.00660736 -0.000389058
0.235 -0.250693 -0.00870245 -0.354942 -0.000370715 0.0126605 0.00116101
0.24 -0.256783 -0.00811609 -0.378072 -1.53289e-05 0.0146547 0.00260291
0.245 -0.177167 -0.0273735 -0.275779 -0.000666314 0.0101002 0.00191639
0.25 -0.0078882 -0.0592893 0.000573906 -0.00146495 -0.00153966 0.000346678
0.255 0.118538 -0.0812831 0.214216 -0.00227359 -0.0111501 -0.00116896
0.26 0.130718 -0.0824558 0.260476 -0.00244628 -0.0131619 -0.00191695
0.265 0.0613732 -0.0624166 0.13075 -0.00228361 -0.00912068 -0.00111487
0.27 -0.0161937 -0.0340191 0.00340128 -0.00145493 -0.00356908 0.000292595
0.275 -0.0916286 -0.0133936 -0.149455 -0.000137937 0.00249574 0.0015845
0.28 -0.114079 -0.0130026 -0.168282 -0.000147952 0.00452516 0.00163859
0.285 -0.107906 -0.0305009 -0.145603 -0.00100167 0.00404712 0.000366327
0.29 -0.109871 -0.0565527 -0.120997 -0.00167268 0.0035515 -0.000212023
0.295 -0.0812467 -0.0744419 -0.07949 -0.00264932 0.00252506 1.90956e-05
0.3 -0.0670181 -0.0664746 -0.0582857 -0.00264431 0.00151035 -7.94603e-06
0.305 -0.0364289 -0.0583119 -0.041384 -0.00245159 -0.000536667 0.00063188
0.31 -0.00797166 -0.0423774 0.0010246 -0.00177056 -0.00207046 0.00115615
0.315 0.012347 -0.0349965 0.0453592 -0.00144992 -0.00458379 0.000265553
0.32 -0.00188164 -0.0429637 0.0241549 -0.00163262 -0.0045662 -0.000428356
0.325 -0.0385609 -0.0505401 -0.015877 -0.00182534 -0.00251919 -0.00106818
0.33 -0.0731916 -0.0489764 -0.0809653 -0.00116434 5.86637e-06 -0.000435749
0.335 -0.107906 -0.0305009 -0.145603 -0.000813961 0.00301482 0.00103319
0.34 -0.0997672 -0.0219472 -0.147529 -0.000142945 0.00351045 0.00161154
0.345 -0.0509913 0.00136826 -0.0607856 -0.000127922 0.000466313 0.00153042
0.35 -0.0164441 0.0167165 0.00475336 0.000375417 -0.00206461 0.00133373
0.355 -0.0103541 0.0161301 0.0278837 0.000380425 -0.00307932 0.00130669
0.36 -0.0388113 0.000195546 -0.014525 -0.000300607 -0.00154552 0.000782427
0.365 -0.0509079 -0.0155436 -0.0612363 -0.000310622 0.000483903 0.00083651
0.37 -0.056831 -0.048781 -0.0852679 -0.00215098 0.00100885 -0.000150547
0.375 -0.0485255 -0.0740511 -0.0880953 -0.002822 0.000513227 -0.000728897
