0 0.122624 -0.135441 -1.89032 0.262323 0.727448 -0.000105702
0.005 0.122624 -0.135441 -1.89032 0.262323 0.727448 -0.000105702
0.01 0.122697 -0.135441 -1.89032 0.262323 0.727448 -2.38897e-05
0.015 0.122697 -0.135441 -1.89032 0.262323 0.727448 -0.000105702
0.02 0.122697 -0.135441 -1.89032 0.262323 0.727448 -0.000187514
0.025 0.122697 -0.135441 -1.89032 0.262323 0.727448 -2.38897e-05
0.03 0.122697 -0.135441 -1.89032 0.262323 0.727448 -0.000187514
0.035 0.122697 -0.135441 -1.89032 0.262323 0.727448 -0.000146608
0.04 0.122697 -0.135441 -1.89032 0.262323 0.727301 -6.47958e-05
0.045 0.122697 -0.135294 -1.89032 0.262323 0.727301 -0.000187514
0.05 0.122697 -0.135294 -1.89032 0.262323 0.727301 -0.000146608
0.055 0.122697 -0.135294 -1.89032 0.262323 0.727346 -6.47958e-05
0.06 0.122697 -0.135294 -1.89032 0.262323 0.727346 -0.00022842
0.065 0.122697 -0.135294 -1.89032 0.262323 0.727301 4.09057e-05
0.07 0.122697 -0.135294 -1.89027 0.262323 0.727301 -4.82579e-10
0.075 0.122697 -0.135294 -1.89027 0.262323 0.727301 -8.18128e-05
0.08 0.122697 -0.135294 -1.89027 0.262323 0.727301 4.09057e-05
0.085 0.122697 -0.135294 -1.89027 0.262323 0.727301 -4.82579e-10
0.09 0.122697 -0.135294 -1.89027 0.262323 0.727301 -8.18128e-05
0.095 0.122697 -0.135294 -1.89027 0.262323 0.727301 4.09057e-05
0.1 0.122697 -0.135294 -1.89027 0.262323 0.727301 -4.82579e-10
0.105 0.122697 -0.135294 -1.89027 0.262323 0.727301 -4.09066e-05
0.11 0.122697 -0.135294 -1.89027 0.262323 0.727301 8.18118e-05
0.115 0.12265 -0.135294 -1.89027 0.262323 0.727301 -4.09066e-05
0.12 0.12265 -0.135294 -1.89027 0.262323 0.727301 -8.18128e-05
0.125 0.12265 -0.135294 -1.89027 0.262323 0.727301 8.18118e-05
0.13 0.12265 -0.135294 -1.89027 0.262323 0.727301 -4.09066e-05
0.135 0.12265 -0.135294 -1.89027 0.262323 0.727301 4.09057e-05
0.14 0.122602 -0.135294 -1.89027 0.262323 0.727301 4.09057e-05
0.145 0.122555 -0.135294 -1.89027 0.262323 0.727256 4.09057e-05
0.15 0.122555 -0.135294 -1.89027 0.262323 0.727256 8.18118e-05
0.155 0.122555 -0.135294 -1.89027 0.262323 0.727211 -4.82579e-10
0.16 0.122507 -0.135294 -1.89027 0.262323 0.727211 0.000122718
0.165 0.122507 -0.135247 -1.89027 0.262323 0.727166 4.09057e-05
0.17 0.12246 -0.135247 -1.89027 0.262323 0.727121 0.000122718
0.175 0.12246 -0.135247 -1.89027 0.262323 0.727121 8.18118e-05
0.18 0.12246 -0.135247 -1.89027 0.262323 0.727076 8.18118e-05
0.185 0.12246 -0.135247 -1.89027 0.262323 0.727076 8.18118e-05
0.19 0.122413 -0.135247 -1.89027 0.262323 0.727031 8.18118e-05
0.195 0.122413 -0.135247 -1.89027 0.262323 0.726941 8.18118e-05
0.2 0.122413 -0.135247 -1.89027 0.262323 0.726896 8.18118e-05
0.205 0.122413 -0.135247 -1.89023 0.262323 0.726851 8.18118e-05
0.21 0.122365 -0.135199 -1.89023 0.262323 0.726806 8.18118e-05
0.215 0.122365 -0.135199 -1.89023 0.262323 0.726761 8.18118e-05
0.22 0.122318 -0.135152 -1.89023 0.262323 0.726671 0.000122718
0.225 0.122318 -0.135105 -1.89023 0.262323 0.726626 0.000122718
0.23 0.12227 -0.135057 -1.89018 0.262323 0.726581 0.000122718
0.235 0.122223 -0.13501 -1.89018 0.262323 0.726446 0.000163624
0.24 0.122176 -0.134962 -1.89013 0.262323 0.726401 0.000163624
0.245 0.122128 -0.134867 -1.89013 0.262323 0.726311 0.00020453
0.25 0.122081 -0.13482 -1.89013 0.262323 0.726221 0.000245436
0.255 0.122033 -0.134773 -1.89008 0.262323 0.726131 0.000245436
0.26 0.121986 -0.134678 -1.89008 0.262323 0.726041 0.000245436
0.265 0.121939 -0.13463 -1.89008 0.262323 0.725906 0.000286343
0.27 0.121939 -0.134583 -1.89008 0.262323 0.725816 0.000286343
0.275 0.121844 -0.134488 -1.89004 0.262323 0.725726 0.000327249
0.28 0.121844 -0.134441 -1.89004 0.262323 0.725636 0.000327249
0.285 0.121749 -0.134393 -1.89004 0.262323 0.725546 0.000327249
0.29 0.121701 -0.134298 -1.89004 0.262323 0.725457 0.000368155
0.295 0.121654 -0.134251 -1.88999 0.262323 0.725367 0.000368155
0.3 0.121607 -0.134109 -1.88999 0.262323 0.725277 0.000449967
0.305 0.121559 -0.134061 -1.88999 0.262323 0.725187 0.00053178
0.31 0.121464 -0.134014 -1.88994 0.262323 0.725097 0.00053178
0.315 0.121417 -0.133919 -1.88994 0.262323 0.724962 0.000572686
0.32 0.12137 -0.133824 -1.8899 0.262323 0.724872 0.000613592
0.325 0.121322 -0.133777 -1.8899 0.262323 0.724782 0.000654498
0.33 0.121227 -0.133682 -1.88985 0.262323 0.724647 0.000654498
0.335 0.12118 -0.133635 -1.88985 0.262323 0.724512 0.000695404
0.34 0.121132 -0.13354 -1.88985 0.262323 0.724377 0.00073631
0.345 0.121038 -0.133492 -1.88985 0.262323 0.724287 0.00073631
0.35 0.120943 -0.133398 -1.8898 0.262323 0.724197 0.000818123
0.355 0.120895 -0.133303 -1.8898 0.262323 0.724062 0.000859029
0.36 0.120848 -0.133208 -1.8898 0.262323 0.723927 0.000899935
