0 0.149365 -0.0471556 -2.38269 0.296169 0.749901 0.0735663
0.005 0.149365 -0.0471556 -2.38269 0.296169 0.749901 0.0735663
0.01 0.149365 -0.0471556 -2.38269 0.296316 0.749901 0.0735663
0.015 0.149365 -0.0471556 -2.38269 0.296316 0.749901 0.0735663
0.02 0.149365 -0.0471556 -2.38269 0.296316 0.749901 0.0735663
0.025 0.149439 -0.0471556 -2.38269 0.296316 0.749755 0.0735663
0.03 0.149391 -0.047009 -2.38243 0.296316 0.749755 0.0735663
0.035 0.149391 -0.047009 -2.38243 0.296316 0.749755 0.0735663
0.04 0.149391 -0.047009 -2.38243 0.296316 0.749755 0.0735663
0.045 0.149391 -0.047009 -2.38243 0.296316 0.749755 0.0735663
0.05 0.149391 -0.047009 -2.38243 0.296316 0.749755 0.0735663
0.055 0.149391 -0.047009 -2.38243 0.296316 0.749755 0.0735663
0.06 0.149391 -0.047009 -2.38243 0.296316 0.749755 0.0735663
0.065 0.149391 -0.0469616 -2.38243 0.296316 0.74971 0.0735663
0.07 0.149391 -0.0469616 -2.38243 0.296316 0.749665 0.0735663
0.075 0.149344 -0.0469616 -2.38243 0.296316 0.749575 0.0735663
0.08 0.149297 -0.0469616 -2.38243 0.296316 0.74953 0.0735663
0.085 0.149297 -0.0469616 -2.38239 0.296316 0.749395 0.0735663
0.09 0.149297 -0.0469142 -2.38239 0.296316 0.74926 0.0735254
0.095 0.149249 -0.0469142 -2.38234 0.296316 0.74908 0.0735254
0.1 0.149249 -0.0468667 -2.38234 0.296254 0.748855 0.0735254
0.105 0.149202 -0.0468667 -2.38224 0.296254 0.748675 0.0734436
0.11 0.149154 -0.0467719 -2.3822 0.296193 0.748495 0.0733618
0.115 0.149059 -0.0468711 -2.3821 0.296009 0.748417 0.0732799
0.12 0.148728 -0.0466771 -2.38205 0.295027 0.74836 0.0728709
0.125 0.14849 -0.0466771 -2.38196 0.294536 0.74827 0.0725845
0.13 0.148348 -0.0465823 -2.38186 0.294475 0.748135 0.0725436
0.135 0.148301 -0.0464874 -2.38177 0.294229 0.748045 0.0724618
0.14 0.148159 -0.04644 -2.38158 0.294107 0.74773 0.0724618
0.145 0.148064 -0.0463452 -2.38144 0.294045 0.74746 0.0724209
0.15 0.147921 -0.0462504 -2.3813 0.293923 0.74719 0.0724209
0.155 0.147827 -0.0463021 -2.38115 0.293739 0.747022 0.0723391
0.16 0.147495 -0.0461081 -2.38101 0.292695 0.74683 0.07193
0.165 0.14721 -0.0461081 -2.38082 0.292143 0.74674 0.0716846
0.17 0.147021 -0.0460133 -2.38068 0.291959 0.746515 0.0716437
0.175 0.146878 -0.045871 -2.38054 0.291775 0.7462 0.0716028
0.18 0.146736 -0.0457288 -2.3803 0.291652 0.74584 0.0716028
0.185 0.146546 -0.0457332 -2.38011 0.291407 0.745672 0.071521
0.19 0.146167 -0.0453969 -2.37992 0.290364 0.745435 0.0711119
0.195 0.145835 -0.0453495 -2.37968 0.28975 0.745345 0.0708665
0.2 0.145646 -0.0452072 -2.37945 0.289443 0.74494 0.0708256
