0	0.00502187 	0.00878713 	-0.00110011 	-0.000125552 	0.000127699 	-0.000883178 	
0.005	0.00997613 	0.0198032 	-0.00212594 	-4.29681e-05 	0.000217459 	-0.00165862 	
0.01	0.0121804 	0.0298933 	-0.00245091 	3.25433e-05 	0.000289292 	-0.00213868 	
0.015	0.0114802 	0.0330334 	-0.00729518 	-0.000113059 	0.000348941 	-0.00252384 	
0.02	0.00855955 	0.0281095 	-0.0151073 	-0.000260242 	0.00029081 	-0.00269631 	
0.025	0.00664146 	0.025617 	-0.0208736 	-0.000512971 	0.000370053 	-0.00299058 	
0.03	0.00963738 	0.0234077 	-0.021913 	-0.00060033 	0.000522388 	-0.00324318 	
0.035	0.0129556 	0.0233022 	-0.0239701 	-0.000694959 	0.00063146 	-0.00345418 	
0.04	0.0154388 	0.0263521 	-0.0255551 	-0.000637275 	0.00082692 	-0.00351505 	
0.045	0.015866 	0.0299888 	-0.0264367 	-0.000716299 	0.000867615 	-0.00356687 	
0.05	0.0119339 	0.0328329 	-0.0311727 	-0.000763777 	0.000923411 	-0.00361587 	
0.055	0.00823829 	0.035367 	-0.03922 	-0.000842051 	0.000974694 	-0.00380095 	
0.06	0.00534895 	0.0340167 	-0.0452381 	-0.000938097 	0.000811966 	-0.00407937 	
0.065	0.0087693 	0.0333552 	-0.0417 	-0.00101284 	0.000713853 	-0.00428762 	
0.07	0.0130354 	0.0325884 	-0.0308501 	-0.000937142 	0.000522921 	-0.00435171 	
0.075	0.0174197 	0.0353511 	-0.0186123 	-0.000964297 	0.000481 	-0.00425639 	
0.08	0.0162839 	0.0371221 	-0.0130123 	-0.000836254 	0.000527663 	-0.0040899 	
0.085	0.0132798 	0.0404647 	-0.0117409 	-0.000653617 	0.00065313 	-0.00399528 	
0.09	0.0100432 	0.043074 	-0.0145783 	-0.000517642 	0.000739254 	-0.00390972 	
0.095	0.00924296 	0.0400628 	-0.0166373 	-0.000577734 	0.000714139 	-0.00409921 	
0.1	0.0128705 	0.0349557 	-0.0144874 	-0.000694843 	0.000606353 	-0.00418506 	
0.105	0.0163023 	0.031182 	-0.00863037 	-0.000913357 	0.00043303 	-0.00438247 	
0.11	0.0189838 	0.0279829 	-0.00457599 	-0.00103476 	0.000301683 	-0.00438416 	
0.115	0.0195597 	0.0304662 	-0.00052948 	-0.00100743 	0.000292523 	-0.00429469 	
