0	0.338342 	-0.149755 	0.539654 	0.104408 	-1.31221 	-0.0959858 	
0.005	0.338342 	-0.149755 	0.539654 	0.104408 	-1.31221 	-0.0959858 	
0.01	0.338342 	-0.149755 	0.539654 	0.104408 	-1.31221 	-0.0959858 	
0.015	0.338342 	-0.149755 	0.539654 	0.104408 	-1.31221 	-0.0959858 	
0.02	0.338341 	-0.149756 	0.539653 	0.104408 	-1.31221 	-0.0959858 	
0.025	0.338341 	-0.149756 	0.539652 	0.104408 	-1.31221 	-0.0959858 	
0.03	0.33834 	-0.149756 	0.539651 	0.104408 	-1.31221 	-0.0959858 	
0.035	0.33834 	-0.149757 	0.53965 	0.104408 	-1.31221 	-0.0959858 	
0.04	0.338339 	-0.149758 	0.539648 	0.104408 	-1.31221 	-0.0959858 	
0.045	0.338338 	-0.149758 	0.539647 	0.104408 	-1.31221 	-0.0959858 	
0.05	0.338337 	-0.149759 	0.539645 	0.104408 	-1.31221 	-0.0959858 	
0.055	0.338335 	-0.14976 	0.539643 	0.104408 	-1.31221 	-0.0959858 	
0.06	0.338334 	-0.149761 	0.539641 	0.104408 	-1.31221 	-0.0959858 	
0.065	0.338333 	-0.149762 	0.539638 	0.104408 	-1.31221 	-0.0959858 	
0.07	0.338331 	-0.149763 	0.539636 	0.104408 	-1.31221 	-0.0959858 	
0.075	0.338329 	-0.149764 	0.539633 	0.104408 	-1.31221 	-0.0959858 	
0.08	0.338327 	-0.149765 	0.539629 	0.104408 	-1.31221 	-0.0959858 	
0.085	0.338325 	-0.149767 	0.539626 	0.104408 	-1.31221 	-0.0959858 	
0.09	0.338323 	-0.149768 	0.539623 	0.104408 	-1.31221 	-0.0959858 	
0.095	0.338321 	-0.14977 	0.539619 	0.104408 	-1.31221 	-0.0959858 	
0.1	0.338319 	-0.149772 	0.539615 	0.104408 	-1.31221 	-0.0959858 	
0.105	0.338316 	-0.149773 	0.53961 	0.104408 	-1.31221 	-0.0959858 	
0.11	0.338313 	-0.149775 	0.539606 	0.104408 	-1.31221 	-0.0959858 	
0.115	0.338311 	-0.149777 	0.539601 	0.104408 	-1.31221 	-0.0959858 	
0.12	0.338308 	-0.149779 	0.539596 	0.104408 	-1.31221 	-0.0959858 	
0.125	0.338305 	-0.149781 	0.539591 	0.104408 	-1.31221 	-0.0959858 	
0.13	0.338302 	-0.149784 	0.539586 	0.104408 	-1.31221 	-0.0959858 	
0.135	0.338298 	-0.149786 	0.539581 	0.104408 	-1.31221 	-0.0959858 	
0.14	0.338295 	-0.149788 	0.539575 	0.104408 	-1.31221 	-0.0959858 	
0.145	0.338291 	-0.149791 	0.539569 	0.104408 	-1.31221 	-0.0959858 	
0.15	0.338288 	-0.149793 	0.539563 	0.104408 	-1.31221 	-0.0959858 	
